TITULO,ANO,NOMES_AJUSTADOS
AGRO 40 A DATA SCIENCEBASED INFORMATION SYSTEM FOR SUSTAINABLE AGROECOSYSTEM MANAGEMENT,2020,"['LEONARDO BARBOSA E OLIVEIRA', 'HEITOR SOARES RAMOS FILHO', 'ADRIANO CESAR MACHADO PEREIRA']"
AGRO 40 UMA FERRAMENTA WEB PARA GESTO E ANLISE DA SUSTENTABILIDADE EM AGROECOSSISTEMAS,2017,"['LEONARDO BARBOSA E OLIVEIRA', 'ADRIANO CESAR MACHADO PEREIRA']"
AGROBUSINESS TIME SERIES FORECASTING USING PERCEPTUALLY IMPORTANT EVENTS,2018,"['RICARDO MARCONDES MARCACINI', 'SOLANGE OLIVEIRA REZENDE']"
AGRUPAMENTO E RECOMENDAO DE OBJETOS DE APRENDIZAGEM NO PADRO IEEELOM CONSIDERANDO ESTILOS DE APRENDIZAGEM,2017,"['FABIANO AZEVEDO DORCA', 'RAFAEL DIAS ARAUJO']"
AGRUPAMENTO HIERRQUICO E MULTIVISO DE EVENTOS POR MEIO DE GRAFOS DE CONSISTNCIA,2018,"['RICARDO MARCONDES MARCACINI', 'SOLANGE OLIVEIRA REZENDE']"
AIDING GLAUCOMA DIAGNOSIS FROM THE AUTOMATED CLASSIFICATION AND SEGMENTATION OF FUNDUS IMAGES,2022,"['RODRIGO DA ROSA RIGHI', 'GABRIEL DE OLIVEIRA RAMOS']"
AIDRIVEN FRANS INTEGRATING DECISIONMAKING CONSIDERING DIFFERENT TIME GRANULARITIES,2021,"['CELIA GHEDINI RALHA', 'CRISTIANO BONATO BOTH', 'MARCELO ANTONIO MAROTTA']"
AIISR  AI INSPIRED STOPPING RULE FOR GRASP METAHEURISTIC,2021,"['PRISCILA MACHADO VIEIRA LIMA', 'LUIDI GELABERT SIMONETTI']"
AIMED AGILE INTEGRATIVE AND OPEN METHOD FOR OPEN EDUCATIONAL RESOURCES DEVELOPMENT,2017,"['SEIJI ISOTANI', 'JOSE CARLOS MALDONADO']"
AIRCRAFT FUSELAGE CORROSION DETECTION USING ARTIFICIAL INTELLIGENCE,2021,"['JOSE FERNANDO RODRIGUES JUNIOR', 'JEFFERSON RODRIGO DE SOUZA']"
AISBASED MARITIME ANOMALY TRAFFIC DETECTION A REVIEW,2023,"['ALINE MARINS PAES CARVALHO', 'DANIEL CARDOSO MORAES DE OLIVEIRA']"
ALERTAS DE FRAUDE EM LICITAES UMA ABORDAGEM BASEADA EM REDES SOCIAIS,2022,"['ANISIO MENDES LACERDA', 'GISELE LOBO PAPPA']"
ALFABA A TANGIBLE SOLUTION TO SUPPORT BRAZILIAN DYSLEXIC STUDENTS IN THEIR LITERACY PROCESS,2023,"['TIAGO THOMPSEN PRIMO', 'MARILTON SANCHOTENE DE AGUIAR', 'LEOMAR SOARES DA ROSA JUNIOR']"
ALGEBRAIC SEMANTICS FOR NELSONS LOGIC MATHCALS,2018,"['JOAO MARCOS DE ALMEIDA', 'UMBERTO RIVIECCIO']"
ALGEBRAS GRAPHS AND THETAS,2019,"['GABRIEL DE MORAIS COUTINHO', 'MARCEL KENJI DE CARLI SILVA']"
ALGORITHM 966 A PRACTICAL ITERATIVE ALGORITHM FOR THE ART GALLERY PROBLEM USING INTEGER LINEAR PROGRAMMING,2016,"['PEDRO JUSSIEU DE REZENDE', 'CID CARVALHO DE SOUZA']"
ALGORITHM SELECTION IN ADVERSARIAL SETTINGS FROM EXPERIMENTS TO TOURNAMENTS IN STARCRAFT,2018,"['LUIZ CHAIMOWICZ', 'ANDERSON ROCHA TAVARES']"
ALGORITHM SELECTION IN ADVERSARIAL SETTINGS FROM EXPERIMENTS TO TOURNAMENTS IN STARCRAFTI,2019,"['LUIZ CHAIMOWICZ', 'ANDERSON ROCHA TAVARES']"
ALGORITHMIC ASPECTS OF PROBLEMS RELATED TO OPTIMIZATION CIRCUITS AND PARAMETERIZED COMPLEXITY,2022,"['LUIZ SATORU OCHI', 'UEVERTON DOS SANTOS SOUZA']"
ALGORITHMIC FAIRNESS APPLIED TO THE MULTILABEL CLASSIFICATION PROBLEM,2023,"['HELIO PEDRINI', 'ZANONI DIAS', 'CID CARVALHO DE SOUZA']"
ALGORITHMIC RECOURSE IN MENTAL HEALTHCARE,2023,"['ANISIO MENDES LACERDA', 'GISELE LOBO PAPPA']"
ALGORITHMS FOR DEADLOCK RESOLUTION IN SUBCUBIC GRAPHS,2016,"['UEVERTON DOS SANTOS SOUZA', 'FABIO PROTTI']"
ALGORITHMS FOR THE MAXIMUM EULERIAN CYCLE DECOMPOSITION PROBLEM,2021,"['ZANONI DIAS', 'CID CARVALHO DE SOUZA']"
ALGORITHMS KERNELS AND LOWER BOUNDS FOR THE FLOODIT GAME PARAMETERIZED BY THE VERTEX COVER NUMBER,2018,"['UEVERTON DOS SANTOS SOUZA', 'FABIO PROTTI']"
ALGORITHMS OR ACTIONS A STUDY IN LARGESCALE REINFORCEMENT LEARNING,2018,"['LUIZ CHAIMOWICZ', 'ANDERSON ROCHA TAVARES']"
ALGORITHMS TO COMPUTE THE BURROWSWHEELER SIMILARITY DISTRIBUTION,2019,"['GUILHERME PIMENTEL TELLES', 'ZHAO LIANG']"
ALGORITMO BRANCH AND BOUND PARA ENUMERAO DE CRITICALIDADES DE MEDIDAS DESTINADAS  ESTIMAO DE ESTADO,2015,"['JULIO CESAR STACCHINI DE SOUZA', 'MILTON BROWN DO COUTTO FILHO']"
ALGORITMO BRANCHANDBOUND PARA ENUMERAO DE CRITICALIDADES DE MEDIDAS DESTINADAS  ESTIMAO DE ESTADO,2015,"['JULIO CESAR STACCHINI DE SOUZA', 'MILTON BROWN DO COUTTO FILHO']"
ALGORITMO DE APROXIMAO PARA O PROBLEMA DA EVACUAO POR NIBUS,2017,"['LEHILTON LELIS CHAVES PEDROSA', 'RAFAEL CRIVELLARI SALIBA SCHOUERY']"
ALGORITMO DE BALANCEAMENTO INTERNCLEOS PARA REDES PTICAS ELSTICAS COM MULTIPLEXAO POR DIVISO ESPACIAL,2020,"['JOSE AUGUSTO SURUAGY MONTEIRO', 'DIVANILSON RODRIGO DE SOUSA CAMPELO']"
ALGORITMO DE ELIMINAES SUCESSIVAS EM NVEIS BASEADO NA SOMA DAS DIFERENAS TRANSFORMADAS ABSOLUTAS,2017,"['JOSE LUIS ALMADA GUNTZEL', 'ISMAEL SEIDEL']"
ALGORITMO DE PARTICIONAMENTO DINMICO DE TILES BASEADO EM HISTRICO PARA GANHO DE PARALELISMO NO PADRO DE COMPRESSO DE VDEO HEVC,2016,"['BRUNO ZATT', 'DANIEL MUNARI VILCHEZ PALOMINO', 'LUCIANO VOLCAN AGOSTINI']"
ALGORITMO DE ROTEAMENTO E ATRIBUIO DE ESPECTRO COM CAMINHO MAIS FRAGMENTADO PRIMEIRO EM REDES PTICAS ELSTICAS,2016,"['NELSON LUIS SALDANHA DA FONSECA', 'GUSTAVO BITTENCOURT FIGUEIREDO']"
ALGORITMO DE VERIFICAO ESTRUTURAL APLICADO NO PROCESSO DE MAPEAMENTO TECNOLGICO NA FERRAMENTA FLEXMAP,2016,"['FELIPE DE SOUZA MARQUES', 'LEOMAR SOARES DA ROSA JUNIOR']"
ALGORITMO GENETICO PARA O PROBLEMA DE EMPACOTAMENTO 2D CLASSICO,2019,"['LUIZ SATORU OCHI', 'IGOR MACHADO COELHO']"
ALGORITMO GENETICO PARA O PROBLEMA DE EMPACOTAMENTO 2D CLSSICO,2019,"['LUIZ SATORU OCHI', 'IGOR MACHADO COELHO']"
ALGORITMO GRASPVND PARA O PROBLEMA CLSSICO DE EMPACOTAMENTO TRIDIMENSIONAL E BIDIMENSIONAL,2017,"['IGOR MACHADO COELHO', 'CELSO DA CRUZ CARNEIRO RIBEIRO']"
ALGORITMO RSFK PARA BUSCA DE SIMILARIDADE EM GPU,2021,"['WAGNER MACHADO NUNAN ZOLA', 'AURORA TRINIDAD RAMIREZ POZO']"
ALGORITMO VNS PARA O PROBLEMA DE ROTEAMENTO HBRIDO COM VECULODRONE PARA SERVIO DE ENTREGA E COLETA,2022,"['LUIZ SATORU OCHI', 'IGOR MACHADO COELHO']"
ALGORITMOS BRANCHANDPRICE PARA O PROBLEMA DE EMPACOTAMENTO EM RECIPIENTES COM RESTRIES DE CLASSE,2016,"['FLAVIO KEIDI MIYAZAWA', 'RAFAEL CRIVELLARI SALIBA SCHOUERY']"
ALGORITMOS HEURSTICOS E EXATOS PARA O PROBLEMA DE INUNDAO LIVRE EM GRAFOS,2017,"['LUIZ SATORU OCHI', 'UEVERTON DOS SANTOS SOUZA']"
ALGORITMOS PARA O CLCULO DA DISTNCIA TEMPORAL EM GRAFOS TEMPORAIS,2017,"['RAFAEL AUGUSTO DE MELO', 'TIAGO DE OLIVEIRA JANUARIO']"
ALGORITMOS PARA RESOLUO DE DEADLOCKS EM GRAFOS SUBCBICOS,2016,"['UEVERTON DOS SANTOS SOUZA', 'FABIO PROTTI']"
ALL THE THINGS THAT COME AND GO STOP AND SAY HELLO TOWARDS AN ONTOLOGICAL ACCOUNT OF HOW PARTICIPANTS ENTER AND EXIT EVENTS,2022,"['MARA ABEL', 'JOEL LUIS CARBONERA']"
ALL THETHINGS THATCOME ANDGO STOP ANDSAY HELLO,2022,"['MARA ABEL', 'JOEL LUIS CARBONERA']"
ALLOCATION AND SIZING OF DISTRIBUTED GENERATION WITH DATA MINING  CODE OF REPOSITORIES  DAMICORE,2022,"['ALEXANDRE CLAUDIO BOTAZZO DELBEM', 'CLAUDIO FABIANO MOTTA TOLEDO']"
ALLOCATION AND SIZING OF DISTRIBUTED GENERATION WITH DATA MINING CODE OF REPOSITORIES DAMICORE,2022,"['ALEXANDRE CLAUDIO BOTAZZO DELBEM', 'CLAUDIO FABIANO MOTTA TOLEDO']"
ALOCAO DE ESPECTRO COM REDUO DE INTERFERNCIAS ENTRE CIRCUITOS EM REDES PTICAS ELSTICAS,2018,"['JOSE AUGUSTO SURUAGY MONTEIRO', 'DIVANILSON RODRIGO DE SOUSA CAMPELO']"
ALOCAO DE PROFESSORES EM QUADRO DE HORRIOS ATRAVS DE ALGORITMOS DE FLUXO EM REDES,2017,"['SIMONE DE LIMA MARTINS', 'UEVERTON DOS SANTOS SOUZA']"
ALOCAO DE TAREFAS EM NUVENS VEICULARES UTILIZANDO JOGOS DE MERCADO,2022,"['GERALDO PEREIRA ROCHA FILHO', 'RODOLFO IPOLITO MENEGUETTE']"
ALOCAO DINMICA DE LARGURA DE BANDA PARA REDES SEM FIO INFRAESTRUTURADAS,2019,"['DANIEL FERNANDES MACEDO', 'MARCOS AUGUSTO MENEZES VIEIRA', 'LUIZ FILIPE MENEZES VIEIRA']"
ALOCAO EFICIENTE DE VBBUS E VPONS EM UMA ARQUITETURA CLOUDFOG RAN VIRTUALIZADA SOBRE TWDMPON,2021,"['DANIEL MACEDO BATISTA', 'GUSTAVO BITTENCOURT FIGUEIREDO']"
ALOCAO TIMA DE UNIDADES DE MEDIO FASORIAL EM REDES ELTRICAS PARA A DEPURAO DE ERROS NOS DADOS,2017,"['JULIO CESAR STACCHINI DE SOUZA', 'MILTON BROWN DO COUTTO FILHO']"
ALOCAO TIMA SEQUENCIAL BAYESIANA DE MEDIDAS SCADA EM REDES DE DISTRIBUIO,2022,"['JULIO CESAR STACCHINI DE SOUZA', 'MILTON BROWN DO COUTTO FILHO']"
ALTA DISPONIBILIDADE DE UM GERENCIADOR DE NUVEM IAAS BASEADA EM REPLICAO EXPERINCIA  RESULTADOS,2017,"['JULIANO ARAUJO WICKBOLDT', 'ELIAS PROCOPIO DUARTE JUNIOR']"
ALTO NVEL VS BAIXO NVEL UMA ABORDAGEM C PARA O PROBLEMA DE OTIMIZAO DA PLATAFORMA LOGGIBUD,2021,"['LUIZ SATORU OCHI', 'IGOR MACHADO COELHO']"
AMBIENTE WEB PARA CITOMORFOMETRIA USANDO IMAGENS 3D,2016,"['JEFFERSON RODRIGO DE SOUZA', 'EDUARDO HENRIQUE DA SILVA ARANHA', 'BRUNO AUGUSTO NASSIF TRAVENCOLO']"
AMBIENTES EDUCACIONAIS UBQUOS UMA PROPOSTA EXPLORANDO PROCESSAMENTO SEMNTICO PARA CINCIA DE CONTEXTO,2017,"['ADENAUER CORREA YAMIN', 'ANA MARILZA PERNAS FLEISCHMANN']"
AMBIENTES INTELIGENTES APLICADOS  AGRICULTURA DE PRECISO,2017,"['EMANUEL FERREIRA COUTINHO', 'GABRIEL ANTOINE LOUIS PAILLARD']"
AMNESIA A LEARNING OBJECT FOR MEMORY HIERARCHY TEACHING,2015,"['SARITA MAZZINI BRUSCHI', 'ELLEN FRANCINE BARBOSA']"
AMNESIA UM RECURSO EDUCACIONAL ABERTO PARA O ENSINO DE MEMORIA VIRTUAL,2016,"['SARITA MAZZINI BRUSCHI', 'ELLEN FRANCINE BARBOSA', 'PAULO SERGIO LOPES DE SOUZA']"
AMNESIA UM RECURSO EDUCACIONAL ABERTO PARA O ENSINO DE MEMRIA VIRTUAL,2016,"['SARITA MAZZINI BRUSCHI', 'ELLEN FRANCINE BARBOSA', 'PAULO SERGIO LOPES DE SOUZA']"
AMNESIAA LEARNING OBJECT FOR MEMORY HIERARCHY TEACHING,2015,"['SARITA MAZZINI BRUSCHI', 'ELLEN FRANCINE BARBOSA', 'PAULO SERGIO LOPES DE SOUZA']"
AMP969IVE METHODOLOGY ADMISSIBLE INTERLEAVING ENTROPY METHODS APPLIED TO VIDEO STREAMING TRAFFIC CLASSIFICATION,2024,"['ADENAUER CORREA YAMIN', 'RENATA HAX SANDER REISER', 'BENJAMIN RENE CALLEJAS BEDREGAL']"
AN ABSTRACT DATA TYPE TO HANDLE VAGUE SPATIAL OBJECTS BASED ON THE FUZZY MODEL,2015,"['CRISTINA DUTRA DE AGUIAR', 'RICARDO RODRIGUES CIFERRI']"
AN ABSTRACT MACHINE FOR INTEGRATING HETEROGENEOUS WEB APPLICATIONS,2015,"['UMBERTO SOUZA DA COSTA', 'MARTIN ALEJANDRO MUSICANTE', 'DANIEL CARVALHO DA CUNHA']"
AN ACCEPTANCE EMPIRICAL ASSESSMENT OF OPEN SOURCE TEST TOOLS,2017,"['AURI MARCELO RIZZO VINCENZI', 'JOSE CARLOS MALDONADO', 'NATASHA MALVEIRA COSTA VALENTIM']"
AN ACCESS CONTROL FOR IOT BASED ON NETWORK COMMUNITY PERCEPTION AND SOCIAL TRUST AGAINST SYBIL ATTACKS,2021,"['MICHELE NOGUEIRA LIMA', 'ALDRI LUIZ DOS SANTOS']"
AN ACCESSIBILITY REVIEW GOOGLE CLASSROOM,2024,"['FLAVIO LUIZ SEIXAS', 'JOSE VITERBO FILHO']"
AN ACTION APPLICATION FOR IMPROVING SOCIAL SECURITY USING GPS AND INTERNET EVENTS,2023,"['GERALDO PEREIRA ROCHA FILHO', 'RODOLFO IPOLITO MENEGUETTE']"
AN ACTORCRITIC ARCHITECTURE FOR COMMUNITY DETECTION ABLATION STUDY,2023,"['THIAGO DE PAULO FALEIROS', 'CELIA GHEDINI RALHA']"
AN ADAPTABLE STORAGE SLICING ALGORITHM FOR CONTENT DELIVERY NETWORKS,2015,"['ARTHUR DE CASTRO CALLADO', 'JUDITH KELNER']"
AN ADAPTIVE APPROACH FOR UAVBASED PESTICIDE SPRAYING IN DYNAMIC ENVIRONMENTS,2017,"['ANDRE CARLOS PONCE DE LEON FERREIRA DE CARVALHO', 'JO UEYAMA']"
